sentence_id,review_id,review,word_count,vader,textblob
89.6.6,89.6,Quite frankly this is a good Korean restaurant you should try it if you do come across,17,1,1
89.7.1,89.7,Good KBBQ restaurant by the airport,6,1,1
89.8.1,89.8,Delicious food with good service and reasonable price,8,1,1
89.9.1,89.9,Great food great service,4,1,1
89.12.1,89.12,It s not traditional Korean food,6,1,1
89.12.2,89.12,The miso stew is also strange but the mackerel is fried,11,0,0
89.12.3,89.12,Never order it,3,1,1
89.12.4,89.12,I don t know about meat and I recommend eating,10,1,1
89.12.5,89.12,The service is good but the food is not good,10,0,1
89.32.1,89.32,Don t sell the tukbul,5,1,1
89.32.2,89.32,is it soup is it tang 19 million dong,9,1,1
89.32.3,89.32,It s over 10 000 Korean won aren t you doing too much If you are visiting do not eat Bulgogi Ttukbaegi,22,1,1
89.32.4,89.32,This ttukbaegi bulgogi is unbelievable,5,1,0
89.33.1,89.33,170 000 Dong Ttukbaegi Bulgogi 50 green onion 30 carrot 10 vermicelli 5 side vegetables 5 meat Hmm,18,1,0
89.33.2,89.33,I should have just eaten stew or something else,9,1,1
89.33.3,89.33,I hoped that I would get the meat and that s it,12,1,1
89.33.4,89.33,I think just soy sauce and green onion soup would be just right,13,1,1
89.33.5,89.33,However the staff are really nice,6,1,1
89.34.1,89.34,I just went,3,1,1
89.34.2,89.34,I ordered Galbitang Seafood and Green Onion Pancakes but the food comes out in 30 minutes,16,1,0
89.34.3,89.34,I got green onion pancakes and tempura but there was no soy sauce so I asked for it and got it in 10 minutes,24,0,0
89.34.4,89.34,Side dishes are not enough,5,1,1
89.34.5,89.34,I refilled the side dish and it was served 20 minutes later,12,1,1
89.34.6,89.34,Except for edibles they only refill kimchi,7,1,1
89.34.7,89.34,I complained to the boss,5,0,0
89.34.8,89.34,This is my fourth visit and the taste of the food and the quality of the staff seem to be getting worse in every way,25,0,0
89.34.9,89.34,waste of money,3,0,0
89.38.1,89.38,It s a whole house but it s especially good for mental health to not eat jeon,17,1,1
89.38.2,89.38,It seems like a restaurant where locals come to grill meat,11,1,1
89.39.1,89.39,Recommended places where samgyeopsal is delicious,6,1,1
89.39.2,89.39,Korean food by Korean greetings,5,1,1
89.4.5,89.4,The staff are kind but I was disappointed in the taste and price,13,0,0
89.4.6,89.4,The price is very expensive but 170 000 dong it didn t taste like food,15,1,0
89.4.7,89.4,I think lower the price or pay more attention to the food,12,0,1
89.42.1,89.42,I ate very well The meat is very soft and the kimchi and side dishes are delicious,17,1,1
89.42.2,89.42,I recommend pork belly ^^,5,1,1
89.45.1,89.45,In fact the taste of the food is getting more and more,12,1,1
89.45.2,89.45,these days it s strangely delicious,6,1,1
89.45.3,89.45,It s really sticky and delicious,6,1,1
89.45.4,89.45,Now try conquering other menus again,6,1,0
89.45.5,89.45,it turned out delicious,4,1,1
89.51.1,89.51,The food is delicious and the owner is so kind,10,1,1
89.59.1,89.59,I almost vomited when I ordered sundae soup I won t go again Farm food that smells like plastic that is past its expiration date,25,1,0
89.6.7,89.6,It s just,3,1,1
89.6.8,89.6,just like that,3,1,1
89.61.1,89.61,tight small and expensive,4,1,0
90.1.1,90.1,I ordered the combo for 1 person,7,1,1
90.1.2,90.1,The tofu mushroom dish was soo delicious very tasty The seaweed soup and the ginger tea drink were disappointing,19,1,1
90.2.1,90.2,Disappointed meal and environment Staffs and services are nice and helpful,11,1,0
90.3.1,90.3,Should be a michelun star rated,6,1,1
90.3.2,90.3,Price is reasonable,3,1,1
90.3.3,90.3,The restaurant is nearby Tan Son Nhat airport about 10 minutes by driving car,14,1,1
90.4.1,90.4,Good food and service,4,1,1
90.5.1,90.5,Nice place for vegetarians,4,1,1
90.6.1,90.6,Food is good tables are neat not fancy,8,1,1
90.7.1,90.7,Really enjoyed our time here,5,1,1
90.7.2,90.7,Be warned even though staff is very kind they do not speak English,12,1,1
90.31.1,90.31,Welcome and pleasant surroundings,4,1,1
90.31.2,90.31,Wide choice of hearty balanced and very good dishes,9,1,1
92.1.1,92.1,Quite High quality wedding hall in VN,7,1,1
92.1.2,92.1,Seems to be popular place to VNese,7,1,1
92.1.3,92.1,Served dishes were also quite good,6,1,1
92.1.4,92.1,But the drinks they served Pepsi Beer were so bad,10,0,0
92.1.5,92.1,Better to drink water,4,1,1
92.1.6,92.1,But the point that they allowed people to smoke inside of this building was awful,15,0,0
92.1.7,92.1,it was unpleasant experience,4,0,0
92.2.1,92.2,Nicely laid out large clean modern room can hold over 500 people,12,1,1
92.2.2,92.2,Really nice food both regular and vegetarian dishes,8,1,1
92.2.3,92.2,Attentive service and friendly staff,5,1,1
92.3.1,92.3,Food not very good stew beef very hard to chew bowls unwell maintained and dirty staffs unwell training,18,0,0
92.4.1,92.4,A modern wedding venue,4,1,1
92.4.2,92.4,All the venues are clean the food is delicious and the toilets are hygienic,14,1,1
92.4.3,92.4,However it is hot because it is a large space or the air conditioning is not good,17,0,1
92.4.4,92.4,Because it is located in the back of a narrow alley it takes time to arrive even if you come close because the alley becomes crowded when multiple weddings are held,31,1,0
92.4.5,92.4,In addition there is also the inconvenience that taxis do not come easily,13,0,1
92.5.1,92.5,A good place for events have been through VGS Offline good but the air is so hot and the rest room is not that good would give it a five star if there is a better parking lot better toilet,40,1,1
92.5.2,92.5,Btw this place is good choice for wedding cosy and well cooked,12,1,1
92.5.3,92.5,5 5 no 3,4,0,1
92.5.4,92.5,5 here so its 4 xd,6,1,1
92.6.1,92.6,Beautiful place near the airport for event management,8,1,1
92.7.1,92.7,Amazing place with wide area that can help you organising your dream wedding or birthday party,16,1,1
92.8.1,92.8,A nice place,3,1,1
92.8.2,92.8,The food taste good,4,1,1
92.8.3,92.8,Better than other restaurants near there,6,1,1
92.9.1,92.9,It s a very nice restaurant the food is delicious and the service is hospitable,15,1,1
92.1.8,92.1,Beautiful place good food,4,1,1
92.11.1,92.11,Clean deluxe staffs are friendly,5,1,1
92.11.2,92.11,Some of Security staffs are not friendly need to more smiles and kindness,13,1,1
92.12.1,92.12,Great place and large place,5,1,1
92.12.2,92.12,The parking is helish to go through,7,1,1
92.13.1,92.13,Its the good place to organize a party or conference,10,1,1
92.14.1,92.14,Good place with good price for wedding party,8,1,1
92.15.1,92.15,I liked the venue the atmosphere and the space that they offered for our company s party,17,1,1
92.15.2,92.15,The food wasn t bad either,6,0,0
92.15.3,92.15,The thing that made me disappointed was we had some spare door gifts that hadn t previously distributed so we had to pile them up at the corner of our venue for later distribution to late comers,37,0,0
92.15.4,92.15,By the end of the event all were gone,9,1,1
92.15.5,92.15,Even ones who came earlier but left their seat for our activities came back complaining about their gifts disappeared,19,0,1
92.15.6,92.15,Turned out some of the serving staffs took the remaining gifts and left them at the preparation room,18,1,1
92.15.7,92.15,We were able to recover some but most got lost,10,0,1
92.15.8,92.15,The gifts were not of high value but had our company logo and looked cute,15,1,1
92.15.9,92.15,And after all they were not theirs,7,1,1
92.15.10,92.15,So better training needed for staffs otherwise it would bigger disaster for them later,14,0,1
92.16.1,92.16,Parking area are crowded waiting to long to get in they are busy for charging people than help them to park their traffic,23,1,1
92.16.2,92.16,We got bad experience in the party my friend didn t get food really bad service,16,0,0
92.16.3,92.16,MC looked like speak in funeral rather than a Wedding he disragarded people,13,1,1
92.17.1,92.17,Pros Food is okay Nice decor Big place Cons They take parking fee first then you are allowed to park your bike Parking is surrounded with fences and they bonus steel chains,32,1,1
92.17.2,92.17,There is no free way to get out of the parking unless you climb over the chains,17,0,0
92.17.3,92.17,All wedding halls are connected with only one hallway so that it is very crowded,15,1,1
92.18.1,92.18,Interesting place with delicious menu,5,1,1
92.19.1,92.19,Great place for events interior is surely grand,8,1,1
92.2.4,92.2,It have many meeting hall conferance room,7,1,1
92.2.5,92.2,everything is clean and bright,5,1,1
92.21.1,92.21,So many people smoking my wife is pregnant and we both hated it,13,0,0
92.21.2,92.21,Smoking inside the building too But the building was nice,10,1,1
92.21.3,92.21,Just absolutely horrible with about 4 different weddings at once and 100 people smoking at the same time,18,0,0
92.22.1,92.22,Delicious food reasonable price but sales team is quite bad,10,0,1
92.22.2,92.22,Location is not easy to find but they don t even make a street guidance for their customer,18,0,0
92.22.3,92.22,It s really mad especially for who want to book a wedding party here,14,0,0
92.23.1,92.23,Joined many interesting presentations Good place for events,8,1,1
92.24.1,92.24,Quite luxurious but a little inconvenience of the position,9,0,0
92.26.1,92.26,Off central location the traffic usually overcrowded,7,1,0
92.26.2,92.26,Foods services are just average,5,1,0
92.26.3,92.26,Dont order seafoods here it s not fresh,8,0,0
92.27.1,92.27,The service is quite good and hospitality furthermore the food very delicious,12,1,1
92.28.1,92.28,Nice and beautiful venue for wedding dinner party Food are delicious and service is good Plenty of parking space,19,1,1
92.29.1,92.29,Service is a bit slow,5,1,0
92.32.1,92.32,A great venue for weddings Parties and many others,9,1,1
92.33.1,92.33,Nice location top class quality well organised and clean rest room good place to wed or have meetings,18,1,1
92.34.1,92.34,Panasonic AC Convention 2018,4,1,1
92.35.1,92.35,Crowded with many Weddings at the same time,8,1,1
92.36.1,92.36,Beautiful interior decoration for wedding and other events,8,1,1
92.36.2,92.36,The crystal dome near entrance area is fabulous,8,1,1
92.39.1,92.39,I celebrated my wedding party here,6,1,1
92.39.2,92.39,Nice decoration delicious foods,4,1,1
92.4.6,92.4,Here are some large lobbies,5,1,1
92.4.7,92.4,The architert is vintage mix modern,6,1,1
92.4.8,92.4,It is a good place to big conference,8,1,1
92.41.1,92.41,Nice place for the event,5,1,1
92.42.1,92.42,The view is good and the service is okay,9,1,1
92.42.2,92.42,But they just work until 9h30pm,6,1,1
92.44.1,92.44,large stage nice design air conditioner works well quite cold for tropical people,13,1,1
92.45.1,92.45,It s okay,3,1,1
92.47.1,92.47,Comfortable space decorate beautifully,4,1,1
92.49.1,92.49,Great place for organising event but a bit far and the traffic is not good too,16,0,1
92.5.5,92.5,Well tailored internal and external design,6,1,1
92.5.6,92.5,Not that top notch of a conventional center but still up there,12,0,1
92.51.1,92.51,Great place for parties event with fair price and good quality food services,13,1,1
92.54.1,92.54,Large and nice wedding place with delicous dishes and professional services,11,1,1
92.56.1,92.56,Good service nice program,4,1,1
92.56.2,92.56,But not delicious food,4,0,0
92.57.1,92.57,Luxurious and Gorgeous,3,1,1
92.57.2,92.57,Above average food,3,1,0
92.57.3,92.57,Good and helpful staffs,4,1,1
92.58.1,92.58,Place 5 5 Perfect for weddimg and conference meeting Food 4 5 Better than average,15,1,1
92.59.1,92.59,Food is really good and services are really great but its very expensive ofc,14,1,1
92.6.2,92.6,Food is not good,4,0,0
92.6.3,92.6,Bad desig for the looby where full of man smoking,10,0,0
92.61.1,92.61,Good food elegant atmosphere good service,6,1,1
92.61.2,92.61,Parking lot is small,4,1,0
92.62.1,92.62,Big palace in Tan Binh Dist,6,1,1
92.62.2,92.62,But not easy to find for first time visit,9,0,1
92.63.1,92.63,good for big event,4,1,1
92.63.2,92.63,not enough space for bike park,6,1,1
92.65.1,92.65,I joined Vietnam Mobile Day 2018 here,7,1,1
92.65.2,92.65,A nice place,3,1,1
92.66.1,92.66,Good and fast services,4,1,1
92.68.1,92.68,Very beautiful place,3,1,1
92.68.2,92.68,and this place give you royal feeling,7,1,1
92.69.1,92.69,Bad food and uninspiring building,5,0,0
92.69.2,92.69,The service is good though,5,1,1
92.72.1,92.72,Best of District 3,4,1,1
92.73.1,92.73,Great place for hosting big event like conference and exhibition,10,1,1
92.74.1,92.74,Very big center,3,1,0
92.74.2,92.74,Weddings are always organized here,5,1,1
92.75.1,92.75,Nice and professional wedding servicez,5,1,1
92.76.1,92.76,Hidden place but cozy,4,1,0
92.77.1,92.77,Sight good food okay have buffer in palace,8,1,1
92.78.1,92.78,Perfect Wedding Center with a great view and good menu for choosing,12,1,1
92.79.1,92.79,The nice and luxury place perfect one for wedding and events,11,1,1
92.81.1,92.81,good place with all range of price and room size,10,1,1
92.85.1,92.85,Car parking available,3,1,1
92.86.1,92.86,Good place for company year end party and wedding,9,1,1
92.87.1,92.87,Excellent wedding hall delicious and yummy food,7,1,1
92.89.1,92.89,Nice and wide location good for wedding event,8,1,1
92.9.2,92.9,Spacy and beautiful place for wedding party and anniversary events,10,1,1
92.95.1,92.95,Nice building affordable price for wedding party,7,1,1
92.102.1,92.102,Good services delicious meals,4,1,1
92.103.1,92.103,Good place for celebrate a wedding,6,1,1
92.104.1,92.104,This is where my wedding took place beautiful palace,9,1,1
92.107.1,92.107,Good wedding place delicious and nice,6,1,1
92.109.1,92.109,Nice places for celebrates some party,6,1,1
92.11.3,92.11,Very good place convenient and wedding,6,1,1
92.111.1,92.111,Waiter and waitress is not full skill,7,1,0
92.112.1,92.112,Nice place for weeding,4,1,1
92.113.1,92.113,Good place to organized any event,6,1,1
92.116.1,92.116,The food is not really fresh,6,0,0
92.117.1,92.117,Very nice place for events and wedding,7,1,1
92.118.1,92.118,Good view with peace scence,5,1,1
92.12.3,92.12,atmosphere is good and price is competitive,7,1,1
92.121.1,92.121,Luxury convention place with acceptable price,6,1,1
92.126.1,92.126,Wonderful place for wedding ceremony,5,1,1
92.127.1,92.127,Beautiful place with good food,5,1,1
92.129.1,92.129,It s okay,3,1,1
92.13.2,92.13,Wedding place clean and well served,6,1,1
92.133.1,92.133,Clean place and cute staff,5,1,1
92.134.1,92.134,Good place for event organizing,5,1,1
92.138.1,92.138,NICE PLACE FOR WEDDING EVENT,5,1,1
92.141.1,92.141,Not too luxury but friendly,5,1,1
92.142.1,92.142,Good wedding palace with good food,6,1,1
92.143.1,92.143,Ok sigth good,3,1,1
92.144.1,92.144,Great place for Wedding 3,5,1,1
92.145.1,92.145,Nice place for wedding meeting,5,1,1
92.146.1,92.146,Great place to setup an offline,6,1,1
92.147.1,92.147,Must pay for parking fee,5,0,1
92.148.1,92.148,Big venue for events and wedding,6,1,1
92.151.1,92.151,Being there as part of the Vietnam Mobile Day,9,1,1
92.153.1,92.153,Luxury place for weeding party and event,7,1,1
92.157.1,92.157,Good food good service,4,1,1
92.158.1,92.158,Nice place nice staff nice food,6,1,1
94.1.1,94.1,Very Nice place and delicious food Very good price and service,11,1,1
94.1.2,94.1,I loved it,3,1,1
94.2.1,94.2,Good food and nice service,5,1,1
94.3.1,94.3,The taste is good the powder and noodles are delicious,10,1,1
96.1.1,96.1,The owner and the staff are very welcoming,8,1,1
96.1.2,96.1,The food tastes great and their service is very good,10,1,1
96.1.3,96.1,They keep offering complimentary beverages and discounts from time to time,11,1,1
96.1.4,96.1,It is definitely worth checking out,6,1,1
96.2.1,96.2,The people of this restaurant are incredibly nice,8,1,1
96.2.2,96.2,Food is also very delicious for a good price,9,1,1
96.3.1,96.3,Best naan i have Ever had,5,1,1
96.4.1,96.4,Location near tan son nhat airport,6,1,1
96.4.2,96.4,Delicious food and staff very friendly too,7,1,1
96.4.3,96.4,Atmosphere family friendly,3,1,1
96.4.4,96.4,Should visit try atleast one time I am sure you will come back again,14,1,1
96.4.5,96.4,I am definitely coming back next time,7,1,1
96.5.1,96.5,I got food after order 1 hours And bread not cook enough I complained but they ignored my talk Can t understand why so bad everything,26,0,0
96.6.1,96.6,The food is awesome And the owner is quite friendly,10,1,1
96.6.2,96.6,offered us complementary water and desserts,6,1,1
96.7.1,96.7,Very Bad Experience,3,0,0
96.7.2,96.7,Me and two of my friends visited the restaurant yesterday and it seems like we disturbed them by visiting there,20,1,1
96.7.3,96.7,Waiter arrived after 5 minutes 2,6,1,1
96.7.4,96.7,Food arrived after 3045 minutes 3,6,1,1
96.7.5,96.7,Soup was served to us which bought from outside 4,10,1,1
96.7.6,96.7,Wall Fans were full of black dust hanging just above our plates,12,1,1
96.7.7,96.7,When asked arrogantly said we will take care next time,10,1,1
96.7.8,96.7,Sorry to visit your restaurant and sorry to disturb you all,11,0,0
96.7.9,96.7,Seems your main focus is something different than running restaurant,10,1,1
96.8.1,96.8,Very tasty and authentic Northern Indian food,7,1,1
96.8.2,96.8,It has a large menu and we the chicken Tikka masala aloo saag paneer mutton curry fish masala,18,1,0
96.8.3,96.8,And the Naan which is banned perfectly in their oven,10,1,1
96.8.4,96.8,The prices are reasonable and service was good,8,1,1
96.8.5,96.8,But it took quite a while for our food to come out,12,1,1
96.8.6,96.8,The dining room was a little drab but the food is so good you won t even notice,18,1,1
96.8.7,96.8,It s just around the corner from the Superbowl,9,1,1
96.8.8,96.8,One thing I have an issue with their dishes too oily,11,1,1
96.8.9,96.8,Tell them to tone down the oil,7,1,0
96.9.1,96.9,My guests did not like the taste,6,0,1
96.9.2,96.9,I myself did not like the taste at all,8,0,1
96.9.3,96.9,Serving time was long and forgot the naan to serve,10,1,0
96.9.4,96.9,Not coming here ever,4,1,1
96.1.5,96.1,Seekh kebab totally dry dal makhni seemed to be the frozen one,12,1,0
96.11.1,96.11,We give up to wait after waiting more than an hour for set menu,14,1,1
96.12.1,96.12,Found this one to be an authentic Indian restaurant,9,1,1
96.12.2,96.12,We ordered nans with dhal and chicken 65,8,1,0
96.12.3,96.12,Found the bill to be bit expensive,7,1,0
96.13.1,96.13,Great service guy went out to get a beer that was not on the menu Delicious meal Perfect when you are tired of Vietnamese food,25,1,1
96.14.1,96.14,Amazing place Simple humble restaurant serving very tasty Indian food,10,1,1
96.14.2,96.14,The Biryanis were mouth watering delicious portion size generous and the best part was the prompt and efficient service by the lady in charge,24,1,1
96.14.3,96.14,Do not be fooled by the simplicity of this place,10,1,1
96.14.4,96.14,Tasty Indian food very courteous service and extremely reasonable prices make me want to visit again Tops in value for money,21,1,1
96.15.1,96.15,we aren t happy with your delivery,7,1,1
96.15.2,96.15,You didn t send any chutney sauce with the samosa,10,1,1
96.15.3,96.15,Who does that Being an Indian it s such a bad show of service,14,0,0
96.15.4,96.15,The butter chicken had old tandoor chicken in it and the gravy was so light and such a weird color somebody definitey needs to learn how to make butter chicken,30,0,0
96.15.5,96.15,Very disappointed we didn t even eat the whole thing,10,0,0
96.15.6,96.15,Hope the chicken you used was fresh because you said that the tandoor is not working still there was tandoor chicken in the gravy,24,1,0
96.15.7,96.15,No salad with the food a little cut onions or pickle would have been nice,15,0,1
96.15.8,96.15,My friends only liked the parantha i m sorry to say very disappointed no wonder why people don t order from you cause you treat your customers this way,29,1,0
96.15.9,96.15,Will never order again,4,1,1
96.16.1,96.16,Bad experience waited for 1 hour food not come,9,0,0
96.17.1,96.17,Excellent place for Indian food,5,1,1
96.17.2,96.17,It fit my Vietnamese taste tooooo,6,1,1
96.18.1,96.18,This is hands down my favorite restaurant in Vietnam,9,1,1
96.18.2,96.18,The food is delicious and reasonably priced the atmosphere is nice and quiet and above all the staff is great,20,1,1
96.18.3,96.18,Thuy and Hoang are really sweet and Dinesh is an awesome guy super friendly waiter,15,1,1
96.18.4,96.18,Would definitely recommend this place to anyone who s looking for yummy food and awesome service Jess,17,1,1
96.19.1,96.19,It s a quiet restaurant standard decor and has pleasant and attentive staff,13,1,1
96.19.2,96.19,The authenticity of the place has me hooked,8,1,1
96.19.3,96.19,The flavours smells and textures of the food transported me back to India I was a fully satisfied customer and will be back many times to come i think,29,1,1
96.2.3,96.2,Very delicious food and service,5,1,1
96.2.4,96.2,Highly recommend this place for authentic Indian food,8,1,1
96.2.5,96.2,The pictures are affordable when it comes to international foods in Vietnam,12,1,1
96.2.6,96.2,They can accommodate for vegans too just ask for your vegetarian dish without butter ghee and yogurt,17,1,1
96.2.7,96.2,I got a Channa Masala chickpea dish and a chapati for 105 000 vnd about 4,16,1,1
96.21.1,96.21,I have knowledge about Indian food,6,1,1
96.21.2,96.21,It can be much better,5,1,1
96.21.3,96.21,But in Saigon vietnamese don t have knowledge about Indian food,11,1,1
96.21.4,96.21,So it s okay,4,1,1
96.21.5,96.21,Spice India can do better,5,1,1
96.21.6,96.21,I go there because they serve halal,7,1,1
96.21.7,96.21,Thanks for that,3,1,1
96.22.1,96.22,Very near to HCM airport,5,1,1
96.22.2,96.22,If you are craving for some Indian food then this is the place to go,15,1,1
96.22.3,96.22,Ordered their sea food thali and it is worth the money,11,1,1
96.22.4,96.22,Fish is soft and nice,5,1,1
96.22.5,96.22,The gravy also taste s good,6,1,1
96.23.1,96.23,This place had changed to a new address,8,1,1
96.23.2,96.23,Now it s next to the Vinmart and on the same side of the SUPER BOWL shopping center,18,1,1
96.23.3,96.23,Service is a bit slow they don t pay attention much,11,0,0
96.23.4,96.23,The food is OK,4,1,1
96.23.5,96.23,It s an oasis for Indian food lovers because it s the only one in that area and survives without any competition from same kind of Indian restaurants,28,1,1
96.24.1,96.24,The best place to eat Indian food in Saigon,9,1,1
96.25.1,96.25,Honestly found the owner rude,5,1,1
96.25.2,96.25,That s not how you speak to guests in your restaurant when they ask for your advice on your menu items,21,1,1
96.26.1,96.26,It is best the Indian restaurant in Ho Chi Minh City in Vietnam,13,1,1
96.27.1,96.27,It s a very good place the lassi didn t taste as lassi bur it was okay,17,1,1
96.27.2,96.27,The food on the other hand was very good the staff is very attentive and they speak english as well so overall was a very good experience,27,1,1
96.27.3,96.27,I would recommend you to try the Chicken Korma,9,1,0
96.28.1,96.28,Located at walkable distance from Tan Son Nhat International airport this Indian restaurant serves good Indian veg nonveg dishes and also serves Beer Colddrinks,24,1,1
96.28.2,96.28,My try outs Chicken Biryani AnnaSambar Curd Rice,8,1,0
96.28.3,96.28,Biryani and AnnaSambar were really good curd rice could have been skipped,12,1,1
96.28.4,96.28,And yes its a budget friendly one,7,1,1
96.29.1,96.29,Good food with reasonable price Tasty and well presented,9,1,1
96.29.2,96.29,The service overall is good,5,1,1
96.29.3,96.29,Great example of good honest Indian food,7,1,1
96.3.2,96.3,These are three nan we got for k 105,9,1,1
96.3.3,96.3,so sad this restaurant do not have any respect for there customers,12,0,0
96.3.4,96.3,its not even nan,4,1,1
96.3.5,96.3,Burnd out roti,3,1,1
96.3.6,96.3,I went there to collect my self,7,1,1
96.3.7,96.3,it is not nice place,5,0,0
96.31.1,96.31,It s halal Indian food,5,1,1
96.31.2,96.31,Most important is that this is Halal,7,1,1
96.32.1,96.32,Great food reasonable prices but service can be slow,9,1,1
96.32.2,96.32,Convenient to the airport and northern Saigon,7,1,1
96.32.3,96.32,Everything we had was awesome,5,1,1
96.33.1,96.33,Very fair taste worst ever attitude,6,0,0
96.33.2,96.33,Please do not order online as the bill will be more than what expected and argument towards money,17,0,1
96.33.3,96.33,Simply not for taste only for money,7,1,1
96.34.1,96.34,I am having a very good experience here and staff members are very nice And help full as well as its only 5 minutes walk distance from the airport,29,1,1
96.34.2,96.34,Go to google typ name you can find it easily I like to say thank you from depth of my heart,21,1,1
96.35.1,96.35,The prices were fair and so was the atmosphere,9,1,1
96.35.2,96.35,Food was delicious,3,1,1
96.35.3,96.35,Customer service was damn good,5,1,1
96.35.4,96.35,Very close to the airport,5,1,1
96.35.5,96.35,I recommend for a visit,5,1,1
96.36.1,96.36,Good menu of Indian food for eat in or take away,11,1,1
96.36.2,96.36,Have eaten here many times and food is consistently good quality and service is normal for speed staff,18,1,1
96.37.1,96.37,Verg good and nice behaviour Nice company Good food Neat restaurant Good behaviour Really loved it,16,1,1
96.38.1,96.38,Good restorent near ho chi minh airport for Indian food,10,1,1
96.38.2,96.38,It is bit off from main road bit easily reachable by google map,13,1,1
96.39.1,96.39,Only Indian place I found in the 2km vicinity,9,1,1
96.39.2,96.39,good food and variety,4,1,1
96.39.3,96.39,more masala than average,4,1,1
96.39.4,96.39,you have to tell them explicitly,6,1,1
96.39.5,96.39,for filling stomach you would need to spend 0,9,1,1
96.39.6,96.39,2 million dongs,3,1,1
96.4.6,96.4,Every dish we ordered was very good Also the price was affordable,12,1,1
96.4.7,96.4,Will definitely come back,4,1,1
96.41.1,96.41,Great authentic Indian food along with great service,8,1,1
96.41.2,96.41,The place is clean with air conditioning,7,1,1
96.41.3,96.41,Can t ask for more then that,7,1,1
96.42.1,96.42,why does it have such good recommendations Food is not good,11,1,1
96.44.1,96.44,Delicious Indian cuisine,3,1,1
96.45.1,96.45,From last 3 weeks I m having my lunch or dinner here,12,1,1
96.45.2,96.45,Friendly and polite staff,4,1,1
96.46.1,96.46,The staff are super friendly and helpful always at your back and call,13,1,1
96.46.2,96.46,The food reminded me of my grandmother s cooking and the butter chicken blew me away,16,1,0
96.47.1,96.47,I was really impressed by the quality and taste of the food,12,1,1
96.47.2,96.47,Thumbs up Will go back definitely,6,1,1
96.48.1,96.48,Food is not up to mark,6,1,1
96.48.2,96.48,Staff are nice inside though,5,1,1
96.48.3,96.48,Try only if no other options are possible,8,0,1
96.49.1,96.49,Great taste flavours and value for money South Indian dishes are fabulous,12,1,1
96.5.2,96.5,Its really delicious Indian restaurant I know location is good and near the airport easy to find it,18,1,1
96.51.1,96.51,Very close to Airport with good service,7,1,1
96.51.2,96.51,And delecios food,3,1,1
96.51.3,96.51,I prefer Biryani is super,5,1,1
96.52.1,96.52,I recommend this restaurant,4,1,1
96.53.1,96.53,You will also get halal food too,7,1,1
96.54.1,96.54,Friendly welcoming place,3,1,1
96.54.2,96.54,Had chicken with spicy curry there,6,1,0
96.56.1,96.56,One of the best Indian food in HCMC,8,1,1
96.56.2,96.56,closest to airport,3,1,1
96.56.3,96.56,better than the bigger names,5,1,1
96.57.1,96.57,Very Good North South Indian Food made fresh and tasty,10,1,1
96.58.1,96.58,try their curries,3,1,1
96.58.2,96.58,chicken chetinad and garlic nan,5,1,0
96.59.1,96.59,I took delivery from this restaurant,6,1,1
96.59.2,96.59,Excellent ontime service and delicious food,6,1,1
96.6.3,96.6,Pros Friendly staff Customized menu Cons Food quality was not so good Ambiance and location during night time unsafe place,20,1,1
96.61.1,96.61,Good food value for money friendly Indian staff,8,1,1
96.62.1,96.62,Amazing place lovely staff and authentic Indian food,8,1,1
96.63.1,96.63,Please don t visit they are not at all serious about serving the people,14,1,0
96.64.1,96.64,worst ever attitude response also very slow,7,0,0
96.64.2,96.64,Not like naanbread because not for tasty,7,0,1
96.65.1,96.65,Authentic Indian food,3,1,1
96.65.2,96.65,For people who love spicy food,6,1,1
96.66.1,96.66,Amazing tasting food and very friendly and accommodating staff,9,1,1
96.67.1,96.67,Amazing food for very decent price,6,1,1
96.68.1,96.68,Good food Not very decorative but food is good in taste,11,1,1
96.69.1,96.69,Good veg food rates are high but food is delecious,10,1,1
96.7.10,96.7,Nice authentic Indian cuisine,4,1,1
96.71.1,96.71,Ok Indian food you get nice thali,7,1,1
96.72.1,96.72,Not a good indian restaurant,5,0,0
96.72.2,96.72,Response also very slow,4,1,0
96.72.3,96.72,But the location is near to the airport,8,1,1
96.73.1,96.73,Yummy Indian restaurant very near to Ho chi minh airport,10,1,1
96.74.1,96.74,Very good taste feel like in India thank you very much,11,1,1
96.75.1,96.75,Nice Indian food place,4,1,1
96.76.1,96.76,Tasty food made by Indian chef frendly and helpful waiters,10,1,1
96.77.1,96.77,whenever I visit HCMC I like to eat indian food in this place,13,1,1
96.78.1,96.78,I enjoy it here,4,1,1
96.78.2,96.78,Tasty and reasonably priced,4,1,1
96.79.1,96.79,Nicely place lovely service Must try Food testy,8,1,1
96.8.10,96.8,For those who are craving for Indian food in Ho Chi Minh city this is the place to be,19,1,1
96.81.1,96.81,Anybody go and eat good,5,1,1
96.82.1,96.82,Good Indian food and not really expensive,7,1,1
96.83.1,96.83,Nice Indian food,3,1,1
96.84.1,96.84,I love this place whenever we have Indian friends visit,10,1,1
96.85.1,96.85,please came enjoy food,4,1,1
96.86.1,96.86,Very bad taste and very awful experience,7,0,0
96.87.1,96.87,Indian curry Spicy but very tasty,6,1,1
96.88.1,96.88,Excellent taste curry and samosa recommended,6,1,1
96.89.1,96.89,Great great Indian food,4,1,1
96.9.5,96.9,nice sometime a bit slow to be serve,8,1,1
96.91.1,96.91,Good Indian food is available here,6,1,1
96.92.1,96.92,Very nice hospitality welcome and nice food,7,1,1
