sentence_id,review_id,review,word_count
92.61.1,92.61,good food elegant atmosphere good service,6
92.61.2,92.61,parking lot small,3
92.62.1,92.62,big palace tan binh dist,5
92.62.2,92.62,easy find first time visit,5
92.63.1,92.63,good big event,3
92.63.2,92.63,enough space bike park,4
92.65.1,92.65,joined vietnam mobile day ,4
92.65.2,92.65,nice place,2
92.66.1,92.66,good fast service,3
92.68.1,92.68,beautiful place,2
92.68.2,92.68,place give royal feeling,4
92.69.1,92.69,bad food uninspiring building,4
92.69.2,92.69,service good though,3
92.72.1,92.72,best district ,2
92.73.1,92.73,great place hosting big event like conference exhibition,8
92.74.1,92.74,big center,2
92.74.2,92.74,wedding always organized,3
92.75.1,92.75,nice professional wedding servicez,4
92.76.1,92.76,hidden place cozy,3
92.77.1,92.77,sight good food okay buffer palace,6
92.78.1,92.78,perfect wedding center great view good menu choosing,8
92.79.1,92.79,nice luxury place perfect one wedding event,7
92.81.1,92.81,good place range price room size,6
92.85.1,92.85,car parking available,3
92.86.1,92.86,good place company year end party wedding,7
92.87.1,92.87,excellent wedding hall delicious yummy food,6
92.89.1,92.89,nice wide location good wedding event,6
92.9.2,92.9,spacy beautiful place wedding party anniversary event,7
92.95.1,92.95,nice building affordable price wedding party,6
92.102.1,92.102,good service delicious meal,4
92.103.1,92.103,good place celebrate wedding,4
92.104.1,92.104,wedding took place beautiful palace,5
92.107.1,92.107,good wedding place delicious nice,5
92.109.1,92.109,nice place celebrates party,4
92.11.3,92.11,good place convenient wedding,4
92.111.1,92.111,waiter waitress full skill,4
92.112.1,92.112,nice place weeding,3
92.113.1,92.113,good place organized event,4
92.116.1,92.116,food really fresh,3
92.117.1,92.117,nice place event wedding,4
92.118.1,92.118,good view peace scence,4
92.12.3,92.12,atmosphere good price competitive,4
92.121.1,92.121,luxury convention place acceptable price,5
92.126.1,92.126,wonderful place wedding ceremony,4
92.127.1,92.127,beautiful place good food,4
92.13.2,92.13,wedding place clean well served,5
92.133.1,92.133,clean place cute staff,4
92.134.1,92.134,good place event organizing,4
92.138.1,92.138,nice place wedding event,4
92.141.1,92.141,luxury friendly,2
92.142.1,92.142,good wedding palace good food,5
92.143.1,92.143,ok sigth good,3
92.144.1,92.144,great place wedding ,3
92.145.1,92.145,nice place wedding meeting,4
92.146.1,92.146,great place setup offline,4
92.147.1,92.147,must pay parking fee,4
92.148.1,92.148,big venue event wedding,4
92.151.1,92.151,part vietnam mobile day,4
92.153.1,92.153,luxury place weeding party event,5
92.157.1,92.157,good food good service,4
92.158.1,92.158,nice place nice staff nice food,6
94.1.1,94.1,nice place delicious food good price service,7
94.2.1,94.2,good food nice service,4
94.3.1,94.3,taste good powder noodle delicious,5
96.1.1,96.1,owner staff welcoming,3
96.1.2,96.1,food taste great service good,5
96.1.3,96.1,keep offering complimentary beverage discount time time,7
96.1.4,96.1,definitely worth checking,3
96.2.1,96.2,people restaurant incredibly nice,4
96.2.2,96.2,food also delicious good price,5
96.3.1,96.3,best naan ever,3
96.4.1,96.4,location near tan son nhat airport,6
96.4.2,96.4,delicious food staff friendly,4
96.4.3,96.4,atmosphere family friendly,3
96.4.4,96.4,visit try atleast one time sure come back,8
96.4.5,96.4,definitely coming back next time,5
96.5.1,96.5,got food order  hour bread cook enough complained ignored talk understand bad everything,13
96.6.1,96.6,food awesome owner quite friendly,5
96.6.2,96.6,offered u complementary water dessert,5
96.7.1,96.7,bad experience,2
96.7.2,96.7,two friend visited restaurant yesterday seems like disturbed visiting,9
96.7.3,96.7,waiter arrived  minute ,3
96.7.4,96.7,food arrived  minute ,3
96.7.5,96.7,soup served u bought outside ,5
96.7.6,96.7,wall fan full black dust hanging plate,7
96.7.7,96.7,asked arrogantly said take care next time,7
96.7.8,96.7,sorry visit restaurant sorry disturb,5
96.7.9,96.7,seems main focus something different running restaurant,7
96.8.1,96.8,tasty authentic northern indian food,5
96.8.2,96.8,large menu chicken tikka masala aloo saag paneer mutton curry fish masala,12
96.8.3,96.8,naan banned perfectly oven,4
96.8.4,96.8,price reasonable service good,4
96.8.5,96.8,took quite food come,4
96.8.6,96.8,dining room little drab food good even notice,8
96.8.7,96.8,around corner superbowl,3
96.8.8,96.8,one thing issue dish oily,5
96.8.9,96.8,tell tone oil,3
96.9.1,96.9,guest like taste,3
96.9.2,96.9,like taste,2
96.9.3,96.9,serving time long forgot naan serve,6
96.9.4,96.9,coming ever,2
96.1.5,96.1,seekh kebab totally dry dal makhni seemed frozen one,9
96.11.1,96.11,give wait waiting hour set menu,6
96.12.1,96.12,found one authentic indian restaurant,5
96.12.2,96.12,ordered nan dhal chicken ,4
96.12.3,96.12,found bill bit expensive,4
96.13.1,96.13,great service guy went get beer menu delicious meal perfect tired vietnamese food,13
96.14.1,96.14,amazing place simple humble restaurant serving tasty indian food,9
96.14.2,96.14,biryani mouth watering delicious portion size generous best part prompt efficient service lady charge,14
96.14.3,96.14,fooled simplicity place,3
96.14.4,96.14,tasty indian food courteous service extremely reasonable price make want visit top value money,14
96.15.1,96.15,happy delivery,2
96.15.2,96.15,send chutney sauce samosa,4
96.15.3,96.15,indian bad show service,4
96.15.4,96.15,butter chicken old tandoor chicken gravy light weird color somebody definitey need learn make butter chicken,16
96.15.5,96.15,disappointed even eat whole thing,5
96.15.6,96.15,hope chicken used fresh said tandoor working still tandoor chicken gravy,11
96.15.7,96.15,salad food little cut onion pickle would nice,8
96.15.8,96.15,friend liked parantha sorry say disappointed wonder people order cause treat customer way,13
96.15.9,96.15,never order,2
96.16.1,96.16,bad experience waited  hour food come,6
96.17.1,96.17,excellent place indian food,4
96.17.2,96.17,fit vietnamese taste tooooo,4
96.18.1,96.18,hand favorite restaurant vietnam,4
96.18.2,96.18,food delicious reasonably priced atmosphere nice quiet staff great,9
96.18.3,96.18,thuy hoang really sweet dinesh awesome guy super friendly waiter,10
96.18.4,96.18,would definitely recommend place anyone looking yummy food awesome service jess,11
96.19.1,96.19,quiet restaurant standard decor pleasant attentive staff,7
96.19.2,96.19,authenticity place hooked,3
96.19.3,96.19,flavour smell texture food transported back india fully satisfied customer back many time come think,15
96.2.3,96.2,delicious food service,3
96.2.4,96.2,highly recommend place authentic indian food,6
96.2.5,96.2,picture affordable come international food vietnam,6
96.2.6,96.2,accommodate vegan ask vegetarian dish without butter ghee yogurt,9
96.2.7,96.2,got channa masala chickpea dish chapati   vnd ,7
96.21.1,96.21,knowledge indian food,3
96.21.2,96.21,much better,2
96.21.3,96.21,saigon vietnamese knowledge indian food,5
96.21.5,96.21,spice india better,3
96.21.6,96.21,go serve halal,3
96.22.1,96.22,near hcm airport,3
96.22.2,96.22,craving indian food place go,5
96.22.3,96.22,ordered sea food thali worth money,6
96.22.4,96.22,fish soft nice,3
96.22.5,96.22,gravy also taste good,4
96.23.1,96.23,place changed new address,4
96.23.2,96.23,next vinmart side super bowl shopping center,7
96.23.3,96.23,service bit slow pay attention much,6
96.23.4,96.23,food ok,2
96.23.5,96.23,oasis indian food lover one area survives without competition kind indian restaurant,12
96.24.1,96.24,best place eat indian food saigon,6
96.25.1,96.25,honestly found owner rude,4
96.25.2,96.25,speak guest restaurant ask advice menu item,7
96.26.1,96.26,best indian restaurant ho chi minh city vietnam,8
96.27.1,96.27,good place lassi taste lassi bur okay,7
96.27.2,96.27,food hand good staff attentive speak english well overall good experience,11
96.27.3,96.27,would recommend try chicken korma,5
96.28.1,96.28,located walkable distance tan son nhat international airport indian restaurant serf good indian veg nonveg dish also serf beer colddrinks,20
96.28.2,96.28,try out chicken biryani annasambar curd rice,7
96.28.3,96.28,biryani annasambar really good curd rice could skipped,8
96.28.4,96.28,yes budget friendly one,4
96.29.1,96.29,good food reasonable price tasty well presented,7
96.29.2,96.29,service overall good,3
96.29.3,96.29,great example good honest indian food,6
96.3.2,96.3,three nan got k ,4
96.3.3,96.3,sad restaurant respect customer,4
96.3.4,96.3,even nan,2
96.3.5,96.3,burnd roti,2
96.3.6,96.3,went collect self,3
96.3.7,96.3,nice place,2
96.31.1,96.31,halal indian food,3
96.31.2,96.31,important halal,2
96.32.1,96.32,great food reasonable price service slow,6
96.32.2,96.32,convenient airport northern saigon,4
96.32.3,96.32,everything awesome,2
96.33.1,96.33,fair taste worst ever attitude,5
96.33.2,96.33,please order online bill expected argument towards money,8
96.33.3,96.33,simply taste money,3
96.34.1,96.34,good experience staff member nice help full well  minute walk distance airport,12
96.34.2,96.34,go google typ name find easily like say thank depth heart,11
96.35.1,96.35,price fair atmosphere,3
96.35.2,96.35,food delicious,2
96.35.3,96.35,customer service damn good,4
96.35.4,96.35,close airport,2
96.35.5,96.35,recommend visit,2
96.36.1,96.36,good menu indian food eat take away,7
96.36.2,96.36,eaten many time food consistently good quality service normal speed staff,11
96.37.1,96.37,verg good nice behaviour nice company good food neat restaurant good behaviour really loved,14
96.38.1,96.38,good restorent near ho chi minh airport indian food,9
96.38.2,96.38,bit main road bit easily reachable google map,8
96.39.1,96.39,indian place found km vicinity,5
96.39.2,96.39,good food variety,3
96.39.3,96.39,masala average,2
96.39.4,96.39,tell explicitly,2
96.39.5,96.39,filling stomach would need spend ,5
96.39.6,96.39, million dong,2
96.4.6,96.4,every dish ordered good also price affordable,7
96.4.7,96.4,definitely come back,3
96.41.1,96.41,great authentic indian food along great service,7
96.41.2,96.41,place clean air conditioning,4
96.42.1,96.42,good recommendation food good,4
96.44.1,96.44,delicious indian cuisine,3
96.45.1,96.45,last  week lunch dinner,4
96.45.2,96.45,friendly polite staff,3
96.46.1,96.46,staff super friendly helpful always back call,7
96.46.2,96.46,food reminded grandmother cooking butter chicken blew away,8
96.47.1,96.47,really impressed quality taste food,5
96.47.2,96.47,thumb go back definitely,4
96.48.1,96.48,food mark,2
96.48.2,96.48,staff nice inside though,4
96.48.3,96.48,try option possible,3
96.49.1,96.49,great taste flavour value money south indian dish fabulous,9
96.5.2,96.5,really delicious indian restaurant know location good near airport easy find,11
96.51.1,96.51,close airport good service,4
96.51.2,96.51,delecios food,2
96.51.3,96.51,prefer biryani super,3
96.52.1,96.52,recommend restaurant,2
96.53.1,96.53,also get halal food,4
96.54.1,96.54,friendly welcoming place,3
96.54.2,96.54,chicken spicy curry,3
96.56.1,96.56,one best indian food hcmc,5
96.56.2,96.56,closest airport,2
96.56.3,96.56,better bigger name,3
96.57.1,96.57,good north south indian food made fresh tasty,8
96.58.1,96.58,try curry,2
96.58.2,96.58,chicken chetinad garlic nan,4
96.59.1,96.59,took delivery restaurant,3
96.59.2,96.59,excellent ontime service delicious food,5
96.6.3,96.6,pro friendly staff customized menu con food quality good ambiance location night time unsafe place,15
96.61.1,96.61,good food value money friendly indian staff,7
96.62.1,96.62,amazing place lovely staff authentic indian food,7
96.63.1,96.63,please visit serious serving people,5
96.64.1,96.64,worst ever attitude response also slow,6
96.64.2,96.64,like naanbread tasty,3
96.65.1,96.65,authentic indian food,3
96.65.2,96.65,people love spicy food,4
96.66.1,96.66,amazing tasting food friendly accommodating staff,6
96.67.1,96.67,amazing food decent price,4
96.68.1,96.68,good food decorative food good taste,6
96.69.1,96.69,good veg food rate high food delecious,7
96.7.10,96.7,nice authentic indian cuisine,4
96.71.1,96.71,ok indian food get nice thali,6
96.72.1,96.72,good indian restaurant,3
96.72.2,96.72,response also slow,3
96.72.3,96.72,location near airport,3
96.73.1,96.73,yummy indian restaurant near ho chi minh airport,8
96.74.1,96.74,good taste feel like india thank much,7
96.75.1,96.75,nice indian food place,4
96.76.1,96.76,tasty food made indian chef frendly helpful waiter,8
96.77.1,96.77,whenever visit hcmc like eat indian food place,8
96.78.2,96.78,tasty reasonably priced,3
96.79.1,96.79,nicely place lovely service must try food testy,8
96.8.10,96.8,craving indian food ho chi minh city place,8
96.81.1,96.81,anybody go eat good,4
96.82.1,96.82,good indian food really expensive,5
96.83.1,96.83,nice indian food,3
96.84.1,96.84,love place whenever indian friend visit,6
96.85.1,96.85,please came enjoy food,4
96.86.1,96.86,bad taste awful experience,4
96.87.1,96.87,indian curry spicy tasty,4
96.88.1,96.88,excellent taste curry samosa recommended,5
96.89.1,96.89,great great indian food,4
96.9.5,96.9,nice sometime bit slow serve,5
96.91.1,96.91,good indian food available,4
96.92.1,96.92,nice hospitality welcome nice food,5
96.93.1,96.93,food excellent price little expensive,5
96.94.1,96.94,quite nice good get australia,5
96.95.1,96.95,tasty indian food hcm city,5
96.96.1,96.96,nice tasty indian restaurant,4
96.97.1,96.97,great food friendly staff,4
96.98.1,96.98,really enjoyed meal,3
96.99.1,96.99,good indian food,3
96.1.6,96.1,nice food staff nice,4
96.101.1,96.101,best place eat indian food,5
96.102.1,96.102,halal indian food available,4
96.103.1,96.103,good service tasty indian,4
96.104.1,96.104,comfortable place indian test,4
96.105.1,96.105,delicious food,2
96.106.1,96.106,food amazing vietnam,3
96.107.1,96.107,good hospitality front,3
96.111.1,96.111,enjoying indian food friendly staff,5
96.113.1,96.113,indian food,2
96.114.1,96.114,good indian food,3
96.115.1,96.115,finally found indian restaurant hcm,5
96.116.1,96.116,good taste service,3
96.119.1,96.119,tasty food item,3
96.12.4,96.12,taste good,2
96.122.1,96.122,good spicy vietnam,3
96.124.1,96.124,good indian food,3
96.125.1,96.125,good food taste,3
96.126.1,96.126,good budjet,2
96.127.1,96.127,excellent authentic,2
96.129.1,96.129,real indian food,3
96.13.2,96.13,good indian food,3
96.135.1,96.135,ok ok place,3
96.147.1,96.147,happy one chose make meal beloved family,7
96.147.2,96.147,happy little moment happens life journey,6
96.147.3,96.147, thank much best wish u,5
96.15.10,96.15, come dinner,2
96.15.11,96.15,hi chai seems authentic taste,5
96.15.12,96.15, real indian curry,3
96.15.13,96.15,indian said doubt,3
96.151.1,96.151,main customer base staff nearby airport indian living nearby,9
96.151.2,96.151,like indian restaurant lot menu item look picture english description seems like food curry get confused like curry,18
96.151.3,96.151,set menu recommended,3
96.151.4,96.151,amount used korean army  year ago autonomously served food tray served feeling forced serve small amount excuse lack supply,19
96.151.5,96.151,set menu curry selected lamb chicken seafood,7
96.151.6,96.151,future visit plan ignore set try single item,8
96.151.7,96.151,look like two indian chef kitchen,6
96.151.8,96.151,mutton curry lamb softer thought curry also soft ^^ ordering set  piece large plain naan served along steamed rice,19
96.151.9,96.151,eat rice eating,3
96.151.10,96.151,lot naan dipped curry enough curry mix rice,8
96.151.11,96.151,tandoori chicken served plate softer expected taste light,8
96.151.12,96.151,lassi delicious,2
96.151.13,96.151,photo end photo picture food plate evoke nostalgia passed away,10
96.157.1,96.157,food delicious staff friendly courteous good english spoken restaurant definitely worth visit,12
96.159.1,96.159,super nice staff speak excellent english,6
96.159.2,96.159, minute walk airport hcmc,4
96.159.3,96.159,best naan bread ever eaten,5
96.159.4,96.159,dish delicious,2
96.159.5,96.159,felt comfortable would come,4
96.16.2,96.16,go dongdaemun station line  many nepalese indian restaurant,8
96.16.3,96.16,price somewhat similar yang ,4
96.16.4,96.16, time satisfied seoul,3
97.1.1,97.1,chinese food delicious,3
97.1.2,97.1,specialty think beijing roast duck,5
97.1.3,97.1,crispy skin little meat sliced front customer cook,8
97.1.4,97.1,nice restaurant business family meetup,5
97.2.1,97.2,fair say food quality average compare restaurant standard,8
97.2.2,97.2,service also average,3
97.2.3,97.2,disappointed availability dish aint much order dim sum portion roastmeatdishes much le double price pay,15
97.2.4,97.2,bad definitely easily find better option,6
97.3.1,97.3,located second floor tan son nhat hotel dim tu tac location get quite packed,14
97.3.2,97.3,service good table turned fairly quickly compared location,8
97.3.3,97.3,however food quality good hoang van thu location near sheraton,10
97.3.4,97.3,food good better,3
97.3.5,97.3,seated promptly wait food get slow dish,7
97.3.6,97.3,overall good service good food,5
97.4.1,97.4,honestly baffling restaurant received positive review basic comment like good delicious,11
97.4.2,97.4,fooled seemingly glowing review truth,5
97.4.3,97.4,first restaurant located shabby rundown star hotel decor outdated unappealing,10
97.4.4,97.4,restroom downright filthy unsanitary looking clean dining experience place,9
97.4.5,97.4,even worse lackluster atmosphere quality food,6
97.4.6,97.4,despite exorbitant price portion minuscule definitely worth charge,8
97.4.7,97.4,mean price par expect u ridiculous considering subpar quality,9
97.4.8,97.4,let get actual food,4
97.4.9,97.4,jasmine tea disgustingly watered taste like hot boiled water instead tea,11
97.4.10,97.4,even get started dim sum,5
97.4.11,97.4,ordered har kau skin thick flavorless might well even,9
97.4.12,97.4,fried noodle seafood cold dripping oil,6
97.4.13,97.4,asked server cold completely ignored u add insult injury,9
97.4.14,97.4,save money skip forgettable place altogether,6
97.4.15,97.4,looking authentic delicious dim sum look elsewhere,7
97.4.16,97.4,trust thank later,3
97.5.1,97.5,delicious chinese food,3
97.5.2,97.5,nice place business lunch,4
97.6.1,97.6,restaurant clean clear,3
97.6.2,97.6,dish tasty especially roasted duck,5
97.6.3,97.6,family friend love place,4
97.6.4,97.6,always choose place special event,5
97.7.1,97.7,one mustgoto place whenever town,5
97.7.2,97.7,food amazing,2
97.7.3,97.7,favourite steamed rice roll fried xo sauce,7
97.7.4,97.7,say like eating hong kong,5
97.7.5,97.7,service impeccable,2
97.8.1,97.8,chinese restaurant located near airport,5
97.8.2,97.8,food okay train staff well,5
97.8.3,97.8,ask food take long time hair food staff take note go away apologize action taken,15
97.8.4,97.8,ruining dining experience,3
97.9.1,97.9,good dimsum chinese food restaurant level  tan son nhat hotel,10
97.9.2,97.9,happy food service happy staff recommend order,7
97.9.3,97.9,price accepted worth,3
97.1.5,97.1,order long bad service,4
97.1.6,97.1,want test patient eq great place,6
97.11.1,97.11,dimsum lunch dinner,3
97.11.2,97.11,dish oil fat,3
97.11.3,97.11,good group people family,4
97.12.1,97.12,delicious food good service,4
97.13.1,97.13,standard chinese restaurant,3
97.13.2,97.13,food good nothing extremely good impressive,6
97.14.1,97.14,nice restaurant five star tan son nhat hotel well know located,11
97.14.2,97.14,good atmosphere drink food delicious,5
97.15.1,97.15,food good enough serving little bit distraction,7
97.16.1,97.16,china restaurant lot delicious china food special one dimsum,9
97.17.1,97.17,good service good venue,4
97.17.2,97.17,parking area convienience,3
97.17.3,97.17,come time nd floor  hoang van thu mentioned point however third time found price small vegetable dish shiitake asparagus high ,20
97.17.4,97.17,vnd v price half pecking duck  dish ,7
97.17.5,97.17,regretted taking photo vegetable dish,5
97.17.6,97.17,worth enjoying highly recommend order shiitake stirred asparagus,8
97.17.7,97.17,others good comment,3
97.18.1,97.18,came across dim tu tac lunch,6
97.18.2,97.18,steamed prawn dumpling steamed pork prawn dumpling rice roll shrimp crispy rice fresh tasty name,15
97.18.3,97.18,stir fried vegetable preserved taro curd sauce overpriced,8
97.18.4,97.18,staff friendly professional,3
97.18.5,97.18,noted service charge included,4
97.19.1,97.19,diversify dish menu,3
97.19.2,97.19,good taste easpecially tea must try visit,7
97.19.3,97.19,good service clean restaurant,4
97.19.4,97.19,good place meal family large group,6
97.19.5,97.19,allow reserve also deliver door door,6
97.19.6,97.19,dim tu tac tan son nhat big safe car park inside compound,12
97.2.5,97.2,love place,2
97.21.1,97.21,excellent service lovely delicious food,5
97.22.1,97.22,food good price bit expensive,5
97.23.1,97.23,great place enjoy dim sum,5
97.24.1,97.24,great food good service decently priced,6
97.24.2,97.24,keep returning,2
97.24.3,97.24,tender duck meat generous sauce portion,6
97.24.4,97.24,patient understanding staff,3
97.24.5,97.24,note price bother going hoang yen vietnamese cuisine,8
97.24.6,97.24,   awful tasting dish bad service even charged u smth order,10
97.26.1,97.26,good food good price good service,6
97.27.1,97.27,bit pricey amazing food,4
97.27.2,97.27,everything expectation service great,4
97.27.3,97.27, mil got half duck noodle vegetable  soup hot tea free dessert,11
97.28.1,97.28,everything good,2
97.28.2,97.28,food tasty deserved different part right moment temperature table,9
97.28.3,97.28,place look clean bit luxurious,5
97.29.1,97.29,nice dim sum place hcm,5
97.3.7,97.3,good freshly made dimsum dish,5
97.3.8,97.3,regular guest time,3
97.31.1,97.31,tasty dim sum good service reasonable price,7
97.31.2,97.31,place well organized table couple well family large group,9
97.34.1,97.34,dimsum dish reasonably priced service excellent,6
97.34.2,97.34,beware price gst inclusive,4
97.35.1,97.35,good place family,3
97.36.1,97.36,location food quite suitable every one,6
97.37.1,97.37,one best dimsum chinese cuisine town,6
97.37.2,97.37,great location hospitable staff spacious car parking,7
97.38.1,97.38,food excellence,2
97.38.2,97.38,dimsum good,2
97.39.1,97.39,nice chinese restaurant,3
97.39.2,97.39,dimsum better din tai fung restaurant,6
97.39.3,97.39,must try dimsum visit restaurant,5
97.4.17,97.4,one best chinese restaurant ho chi minh city vietnam,9
97.4.18,97.4,price quite affordable,3
97.41.1,97.41,dim tu tac good chinese style restaurant located nd floor tan son nhat airport hotel,15
97.42.1,97.42,good dim sum poor service,5
97.43.1,97.43,food excellently delicious,3
97.43.2,97.43,staff quick always ready assist,5
97.44.1,97.44,inside tan son nhat hotel free parking car,8
97.44.2,97.44,hong kong style food,4
97.45.1,97.45,good chinese restaurant,3
97.46.1,97.46,spectacular meal awesome first class restaurant,6
97.46.2,97.46,come back,2
97.48.1,97.48,good place dimsum chinese hong kong style,7
97.49.1,97.49,satisfy foodgood dimsum good service,5
97.5.3,97.5,good place chinese food service good,6
97.51.1,97.51,serve delectable cantonese dish,4
97.52.1,97.52,good food service okay,4
97.54.1,97.54,good food quite expensive,4
97.55.1,97.55,overall good service bit slow,5
97.56.1,97.56,good roasted duck thin skin,5
97.57.1,97.57,best cantonese food city,4
97.58.1,97.58,delicious food expensive,3
97.59.1,97.59,good taste try,3
97.6.5,97.6,good food affordable,3
97.61.1,97.61,good food good price,4
97.62.1,97.62,nice food nice place,4
97.65.1,97.65,poor service food foreign,4
97.67.1,97.67,pricey worthy,2
97.68.1,97.68,best dimsum city,3
97.69.1,97.69,good food service,3
97.7.6,97.7,good food service,3
97.71.1,97.71,luxury chinese restaurant,3
97.73.1,97.73,best dimsum,2
97.74.1,97.74,great food service,3
97.75.1,97.75,good food good place,4
97.78.1,97.78,food okay,2
97.79.1,97.79,fresh delicious meal,3
97.8.5,97.8,best china food,3
97.81.1,97.81,chinese food good,3
97.92.1,97.92,ok food chinese,3
97.97.1,97.97,average dimsum restaurant service really compared din tai fung crystal jade palace,12
97.97.2,97.97,however good enough near airport would like quick bite,9
97.99.1,97.99,visited two dim tu tak place ho chi minh district  came branch wanted eat dim sum one last time going airport,21
97.99.2,97.99,second floor inside hotel building panic see sign,8
97.99.3,97.99,service similar dimtuks xiaolongbao taste bit lacking,7
97.99.4,97.99,hagawu delicious,2
97.99.5,97.99,last dessert gave memorable service received branch,7
97.99.6,97.99,dim tu tak seems delicious branch,6
97.99.7,97.99,visit next time,3
97.104.1,97.104,chinese restaurant  minute drive sadian,5
97.104.2,97.104,sure enough worth taking taxi,5
97.104.3,97.104,five people party ordered various snack drink,7
97.104.4,97.104,product like name store everything really good,7
97.104.5,97.104,authentic ingredient fresh ingredient good,5
97.104.6,97.104,everyone ate licked leg,4
97.104.7,97.104,deepest impression free dessert platter end different previous chinese restaurant,10
97.104.8,97.104,favorite lemon ice,3
97.108.1,97.108,quite satisfactory best shrimp dumpling others certain standard disadvantage noisy enjoy morning tea may habit drinking tea,17
97.115.1,97.115,ordering told u dim sum,5
97.115.2,97.115,ordering next guest come eat dim sum,7
97.115.3,97.115,ate saw chinese menu happy hear service staff could speak chinese,11
97.115.4,97.115,food delicious feel bad deceive customer like,7
97.118.1,97.118,everything delicious box beautiful design sense cabin recommended,8
97.138.1,97.138,located near airport,3
97.138.2,97.138,know another dim tu tac store,6
97.138.3,97.138,food delicious service quick staff friendly,6
97.138.4,97.138,besides dim sum mapo tofu fried rice delicious,8
98.1.1,98.1,simple lunch,2
98.1.2,98.1,thought food quite tasty especially pork belly drink yummy,9
98.1.3,98.1,quite number item menu available,5
98.1.4,98.1,possibly due long weekend,4
98.1.5,98.1,price may seem expensive local standard paid close k  main  drink,11
98.2.1,98.2,know food taste nice,4
98.2.2,98.2,bit weird,2
98.2.3,98.2,probably lunch bit dry,4
98.2.4,98.2,service good,2
98.2.5,98.2,price k set,3
98.2.6,98.2,drink k included set,4
98.2.7,98.2,next railroad might see rain passing,6
98.3.1,98.3,[general] like food chain really authentic,6
98.3.2,98.3,server lot local food like pho,6
98.3.3,98.3,[ambiente] store offer  seat ground floor,6
98.3.4,98.3,order directly front office pay afterwards,6
98.3.5,98.3,[pricing] really cheap comparable touristic price,6
98.3.6,98.3,looking cheap diner go,4
98.3.7,98.3,actually much time look alternative place,6
98.3.8,98.3,would could,2
98.4.1,98.4,taste fine expensive,3
98.5.1,98.5,food acceptable price expensive,4
98.5.2,98.5,serve slow,2
98.5.3,98.5,forced order extra option bring income,6
98.5.4,98.5,delivered meal without,3
98.5.5,98.5,collect cost still put bill extra optipns,7
98.5.6,98.5,bad thing put extra charge tax without notice,8
98.5.7,98.5,thing made disappointed staff give bill made doubt staff took higher cost bill show,14
98.5.8,98.5,mean staff stole money guest,5
98.5.9,98.5,think come back  restaurant planet,5
98.6.1,98.6,subway version com tam avoid unless need ac,8
98.6.2,98.6,meat tough soup cold service mediocre,6
98.6.3,98.6,three week asia travel upset stomach eating,7
98.7.1,98.7,food really flavourful service could vigilant,6
98.7.2,98.7,atmosphere decent,2
98.8.1,98.8,good restaurant signature dish com tam traditional food vietnam served rice ripped pork egg vietnamese sausage eat fish sauce fermented vegetable make good special taste flavor eater never forget,29
98.8.2,98.8,price bit higher normal eatery serve dish along street,9
98.9.1,98.9,went randomly,2
98.9.2,98.9,food good,2
98.9.3,98.9,tried one frozen yogurt nice,5
98.9.4,98.9,staff nice even nobody speaks english,6
98.9.5,98.9,old furniture sit,3
98.1.6,98.1,good food delicious,3
98.1.7,98.1,love place,2
98.11.1,98.11,food okay important waiter speaks english,6
98.12.1,98.12,today stopped dinner family,4
98.12.2,98.12,son little girl well wife,5
98.12.3,98.12,wait staff slow receive u odd second customer place,9
98.12.4,98.12,took two waiter take order speak english vietnamese seemed though staff paying attention got order wrong,16
98.12.5,98.12,ordered kid meal noodle pho  drink,6
98.12.6,98.12,flavour mediocre best,3
98.12.7,98.12,worth price,2
98.12.8,98.12,son accidentally spilled soup asked staff napkin,7
98.12.10,98.12,interestingly said could one left table wet one charge extra without telling people first time traveller,16
98.12.11,98.12,sad part odacity include tip bill,6
98.12.12,98.12,ate fast childrens sped would allow left,7
98.12.13,98.12,whole time eye wait staff staring may help kind way know ask bill three time,15
98.12.14,98.12,would absolutely recommend place anyone,5
98.13.1,98.13,food average,2
98.13.2,98.13,expensive small serf egg cold pork chop small,8
98.13.3,98.13,much better option exist broken rice,6
98.13.4,98.13,charge  tax mention anywhere,4
98.14.1,98.14,despite meh service really enjoyed food,6
98.14.2,98.14,big mixed juice bun cha ha noi best pick u bit crowded better book plan go group,17
98.15.1,98.15,dish many choice combination wow overall,6
98.15.2,98.15,want variety great want great tasting authentic com tam greatest,10
98.16.1,98.16,waiter friendly though speak english,5
98.16.2,98.16,food good many crowd pm,5
98.17.1,98.17,rice warm food soup cold smell unfresh,7
98.17.2,98.17,hot tea expensive tiny cup,5
98.18.1,98.18,food nice tasty,3
98.18.2,98.18,upset stomach eating,3
98.18.3,98.18,would avoid place go elsewhere,5
98.19.1,98.19,food okay service terrible especially lunch time understaffed slow,9
98.19.2,98.19,many time wait  min told need order something else,9
98.2.8,98.2,nice meal hear small place near train rail seat geoup ,10
98.21.1,98.21,get ripped including taste,4
98.22.1,98.22,sauce salty,2
98.23.1,98.23,food average,2
98.23.2,98.23,waitress polite nice,3
98.24.1,98.24,food avarage pricey,3
98.24.2,98.24,crowded lunch hour close office,5
98.25.1,98.25,service slow food bad sometimes,5
98.25.2,98.25,time average bit pricy,4
98.26.1,98.26,really great place get healthy well prepared well served meal modest price,12
98.27.1,98.27,located rail path take look train moving fast sometime,9
98.28.1,98.28,price high food quality bad,5
